,Time,Category,Seasonally_Adj,VS,NO,UO,TI,MPCVS,MPCNO,MPCUO,MPCTI
3176,1998-08,CRP,yes,9166,9163,7980,9427,-1.4,-2.8,0.0,-4.2
3177,1998-08,CRP,no,8390,8387,7980,10062,13.4,11.3,0.0,-0.3
3178,1998-08,34X,yes,6946,7345,30449,12357,2.4,13.5,1.3,0.1
3179,1998-08,34X,no,6338,6114,29720,12633,11.9,19.1,-0.7,1.3
3180,1998-08,35S,yes,9630,9572,15232,13954,-0.1,2.9,-0.4,0.5
3181,1998-08,35S,no,9571,9453,15312,13959,9.3,8.7,-0.8,0.2
3182,1998-08,36S,yes,51168,52444,265915,77558,15.4,18.2,0.5,0.9
3183,1998-08,36S,no,50821,51183,262875,78876,58.2,70.3,0.1,1.9
3184,1998-08,MVP,yes,36600,36349,14176,20361,19.9,19.7,-1.7,-1.7
3185,1998-08,MVP,no,37168,36858,13876,20751,81.0,81.0,-2.2,-1.6
3186,1998-08,NAP,yes,7305,9593,148629,36537,-0.7,17.5,1.6,3.0
3187,1998-08,NAP,no,6533,9293,147834,37194,7.6,55.9,1.9,5.0
3188,1998-08,DAP,yes,2308,1393,39490,11182,13.6,-22.4,-2.3,1.7
3189,1998-08,DAP,no,2275,657,39048,11218,28.0,-45.1,-4.0,1.2
3190,1998-08,ODG,yes,29902,30113,10570,42424,0.2,0.5,2.0,-0.2
3191,1998-08,ODG,no,30701,30833,10786,42581,5.5,4.3,1.2,0.2
3192,1998-08,TCG,yes,67163,69172,357887,146936,0.2,4.1,0.6,0.7
3193,1998-08,TCG,no,63560,62792,352998,149496,7.9,11.9,-0.2,1.8
3194,1998-08,NDE,yes,60858,63917,249341,129029,-0.3,4.3,1.2,0.8
3195,1998-08,NDE,no,57501,59194,246830,131356,7.4,12.0,0.7,2.0
3196,1998-08,NXA,yes,56694,57658,132502,99174,-0.5,1.7,0.7,-0.1
3197,1998-08,NXA,no,53882,53455,131492,100844,7.0,6.4,-0.3,0.9
3198,1998-08,DEF,yes,6305,5255,108546,17907,5.4,2.1,-1.0,0.4
3199,1998-08,DEF,no,6059,3598,106168,18140,12.1,9.3,-2.3,0.7
3200,1998-09,MDM,yes,187552,181422,509084,291182,1.6,1.3,0.1,0.1
3201,1998-09,MDM,no,203857,193961,502062,290466,11.8,11.7,-0.5,-1.3
3202,1998-09,DXT,yes,135257,128820,242862,213496,1.4,1.8,0.0,0.1
3203,1998-09,DXT,no,147520,138454,240017,212090,12.2,13.0,-0.8,-1.6
3204,1998-09,DXD,yes,180567,173517,387480,269719,1.8,0.1,-0.1,0.3
3205,1998-09,DXD,no,196371,186231,383612,268829,11.9,9.6,-0.8,-1.3
3206,1998-09,MTU,yes,129008,129434,509084,234598,1.7,1.4,0.1,0.1
3207,1998-09,MTU,no,139906,137247,502062,234373,12.4,12.3,-0.5,-1.3
3208,1998-09,31S,yes,13493,12850,22707,22575,-2.1,-3.8,-2.8,0.3
3209,1998-09,31S,no,13932,12571,21953,22558,1.1,-4.2,-5.8,-0.2
3210,1998-09,32S,yes,21209,20884,42736,33117,0.1,0.8,-0.8,0.2
3211,1998-09,32S,no,22340,21627,42861,32901,3.1,3.5,-1.6,-0.7
3212,1998-09,33S,yes,23211,24270,56830,47580,1.9,6.2,1.9,0.5
3213,1998-09,33S,no,24349,25019,55875,47308,14.0,19.0,1.2,-0.6
3214,1998-09,34S,yes,37745,31326,94896,53671,4.5,4.5,0.1,-0.5
3215,1998-09,34S,no,43789,36597,93700,53226,27.3,34.8,0.0,-4.2
3216,1998-09,CRP,yes,9799,9727,7908,9238,6.9,6.2,-0.9,-2.0
3217,1998-09,CRP,no,12105,12033,7908,9086,44.3,43.5,-0.9,-9.7
3218,1998-09,34X,yes,7450,7556,30555,12466,7.3,2.9,0.3,0.9
3219,1998-09,34X,no,8594,9015,30141,12355,35.6,47.4,1.4,-2.2
3220,1998-09,35S,yes,9833,9753,15152,13891,2.1,1.9,-0.5,-0.5
3221,1998-09,35S,no,11237,10807,14882,13592,17.4,14.3,-2.8,-2.6
3222,1998-09,36S,yes,52295,52602,266222,77686,2.2,0.3,0.1,0.2
3223,1998-09,36S,no,56337,55507,262045,78376,10.9,8.4,-0.3,-0.6
3224,1998-09,MVP,yes,37669,38416,14923,20559,2.9,5.7,5.3,1.0
3225,1998-09,MVP,no,40113,40548,14311,20720,7.9,10.0,3.1,-0.1
3226,1998-09,NAP,yes,7522,5832,146939,36804,3.0,-39.2,-1.1,0.7
3227,1998-09,NAP,no,8396,6524,145962,37230,28.5,-29.8,-1.3,0.1
3228,1998-09,DAP,yes,2254,2279,39515,11052,-2.3,63.6,0.1,-1.2
3229,1998-09,DAP,no,2437,2102,38713,10993,7.1,219.9,-0.9,-2.0
3230,1998-09,ODG,yes,29766,29737,10541,42662,-0.5,-1.2,-0.3,0.6
3231,1998-09,ODG,no,31873,31833,10746,42505,3.8,3.2,-0.4,-0.2
3232,1998-09,TCG,yes,69404,71207,359690,146566,3.3,2.9,0.5,-0.3
3233,1998-09,TCG,no,77262,78538,354274,146436,21.6,25.1,0.4,-2.0
3234,1998-09,NDE,yes,63239,63835,249937,128927,3.9,-0.1,0.2,-0.1
3235,1998-09,NDE,no,70690,71306,247446,128564,22.9,20.5,0.2,-2.1
3236,1998-09,NXA,yes,58667,60257,134092,99036,3.5,4.5,1.2,-0.1
3237,1998-09,NXA,no,65745,66657,132404,98274,22.0,24.7,0.7,-2.5
3238,1998-09,DEF,yes,6165,7372,109753,17639,-2.2,40.3,1.1,-1.5
3239,1998-09,DEF,no,6572,7232,106828,17872,8.5,101.0,0.6,-1.5
3240,1998-10,MDM,yes,189944,178527,504267,292236,1.3,-1.6,-0.9,0.4
3241,1998-10,MDM,no,194552,181357,495624,293152,-4.6,-6.5,-1.3,0.9
3242,1998-10,DXT,yes,134174,125391,240679,212979,-0.8,-2.7,-0.9,-0.2
3243,1998-10,DXT,no,135640,126167,237301,212600,-8.1,-8.9,-1.1,0.2
3244,1998-10,DXD,yes,182588,172814,384306,270309,1.1,-0.4,-0.8,0.2
3245,1998-10,DXD,no,187208,176507,379668,271194,-4.7,-5.2,-1.0,0.9
3246,1998-10,MTU,yes,130118,125301,504267,235602,0.9,-3.2,-0.9,0.4
3247,1998-10,MTU,no,131185,124747,495624,236688,-6.2,-9.1,-1.3,1.0
3248,1998-10,31S,yes,13395,12307,21619,22350,-0.7,-4.2,-4.8,-1.0
3249,1998-10,31S,no,13727,12229,20455,22313,-1.5,-2.7,-6.8,-1.1
3250,1998-10,32S,yes,21154,20522,42104,33021,-0.3,-1.7,-1.5,-0.3
3251,1998-10,32S,no,22026,20757,41592,32619,-1.4,-4.0,-3.0,-0.9
3252,1998-10,33S,yes,22935,22408,56303,47390,-1.2,-7.7,-0.9,-0.4
3253,1998-10,33S,no,22947,22343,55271,47487,-5.8,-10.7,-1.1,0.4
3254,1998-10,34S,yes,37241,30272,94527,53508,-1.3,-3.4,-0.4,-0.3
3255,1998-10,34S,no,36153,29405,93709,53592,-17.4,-19.7,0.0,0.7
3256,1998-10,CRP,yes,9188,8904,7624,8989,-6.2,-8.5,-3.6,-2.7
3257,1998-10,CRP,no,8187,7903,7624,9037,-32.4,-34.3,-3.6,-0.5
3258,1998-10,34X,yes,7438,7623,30740,12608,-0.2,0.9,0.6,1.1
3259,1998-10,34X,no,7072,7893,30962,12590,-17.7,-12.4,2.7,1.9
3260,1998-10,35S,yes,9582,9391,14961,13976,-2.6,-3.7,-1.3,0.6
3261,1998-10,35S,no,9428,9391,14845,13927,-16.1,-13.1,-0.2,2.5
3262,1998-10,36S,yes,55770,53136,263588,79257,6.6,1.0,-1.0,2.0
3263,1998-10,36S,no,58912,55190,258323,80552,4.6,-0.6,-1.4,2.8
3264,1998-10,MVP,yes,39371,39884,15436,20616,4.5,3.8,3.4,0.3
3265,1998-10,MVP,no,43623,44119,14807,20651,8.8,8.8,3.5,-0.3
3266,1998-10,NAP,yes,8728,7765,145976,37946,16.0,33.1,-0.7,3.1
3267,1998-10,NAP,no,7686,6208,144484,39069,-8.5,-4.8,-1.0,4.9
3268,1998-10,DAP,yes,2527,1593,38581,11234,12.1,-30.1,-2.4,1.6
3269,1998-10,DAP,no,2568,1139,37284,11140,5.4,-45.8,-3.7,1.3
3270,1998-10,ODG,yes,29867,30491,11165,42734,0.3,2.5,5.9,0.2
3271,1998-10,ODG,no,31359,32042,11429,42662,-1.6,0.7,6.4,0.4
3272,1998-10,TCG,yes,69761,65958,355887,147816,0.5,-7.4,-1.1,0.9
3273,1998-10,TCG,no,67265,63402,350411,149345,-12.9,-19.3,-1.1,2.0
3274,1998-10,NDE,yes,63253,60928,247612,129779,0.0,-4.6,-0.9,0.7
3275,1998-10,NDE,no,60801,58908,245553,131183,-14.0,-17.4,-0.8,2.0
3276,1998-10,NXA,yes,57813,56319,132598,98645,-1.5,-6.5,-1.1,-0.4
3277,1998-10,NXA,no,56213,55593,131784,98973,-14.5,-16.6,-0.5,0.7
3278,1998-10,DEF,yes,6508,5030,108275,18037,5.6,-31.8,-1.3,2.3
3279,1998-10,DEF,no,6464,4494,104858,18162,-1.6,-37.9,-1.8,1.6
3280,1998-11,MDM,yes,191372,182400,501947,291721,0.8,2.2,-0.5,-0.2
3281,1998-11,MDM,no,189234,177925,491637,293604,-2.7,-1.9,-0.8,0.2
3282,1998-11,DXT,yes,134947,128102,240486,212640,0.6,2.2,-0.1,-0.2
3283,1998-11,DXT,no,132750,124058,235931,213016,-2.1,-1.7,-0.6,0.2
3284,1998-11,DXD,yes,184218,175917,382657,270014,0.9,1.8,-0.4,-0.1
3285,1998-11,DXD,no,181932,171252,376310,271818,-2.8,-3.0,-0.9,0.2
3286,1998-11,MTU,yes,130985,128665,501947,234852,0.7,2.7,-0.5,-0.3
3287,1998-11,MTU,no,129008,125021,491637,236606,-1.7,0.2,-0.8,0.0
3288,1998-11,31S,yes,13134,13163,21648,22213,-1.9,7.0,0.1,-0.6
3289,1998-11,31S,no,12675,12669,20449,22249,-7.7,3.6,0.0,-0.3
3290,1998-11,32S,yes,21316,21769,42557,33059,0.8,6.1,1.1,0.1
3291,1998-11,32S,no,20885,20915,41622,32605,-5.2,0.8,0.1,0.0
3292,1998-11,33S,yes,22820,22128,55611,47579,-0.5,-1.2,-1.2,0.4
3293,1998-11,33S,no,21701,21307,54877,47982,-5.4,-4.6,-0.7,1.0
3294,1998-11,34S,yes,37548,31086,94717,52821,0.8,2.7,0.2,-1.3
3295,1998-11,34S,no,38028,30039,93042,53359,5.2,2.2,-0.7,-0.4
3296,1998-11,CRP,yes,9323,9509,7810,8823,1.5,6.8,2.4,-1.8
3297,1998-11,CRP,no,8763,8949,7810,9107,7.0,13.2,2.4,0.8
3298,1998-11,34X,yes,7628,7915,31027,12173,2.6,3.8,0.9,-3.5
3299,1998-11,34X,no,7563,7218,30617,12395,6.9,-8.6,-1.1,-1.5
3300,1998-11,35S,yes,9726,9870,15105,13999,1.5,5.1,1.0,0.2
3301,1998-11,35S,no,9569,9613,14889,13972,1.5,2.4,0.3,0.3
3302,1998-11,36S,yes,56425,54298,261461,79081,1.2,2.2,-0.8,-0.2
3303,1998-11,36S,no,56484,53867,255706,80588,-4.1,-2.4,-1.0,0.0
3304,1998-11,MVP,yes,40136,40257,15557,21140,1.9,0.9,0.8,2.5
3305,1998-11,MVP,no,40090,40243,14960,21288,-8.1,-8.8,1.0,3.1
3306,1998-11,NAP,yes,8947,7351,144380,37286,2.5,-5.3,-1.1,-1.7
3307,1998-11,NAP,no,8976,6785,142293,38551,16.8,9.3,-1.5,-1.3
3308,1998-11,DAP,yes,2400,2514,38695,11257,-5.0,57.8,0.3,0.2
3309,1998-11,DAP,no,2465,2009,36828,11278,-4.0,76.4,-1.2,1.2
3310,1998-11,ODG,yes,30403,30086,10848,42969,1.8,-1.3,-2.8,0.5
3311,1998-11,ODG,no,29892,29515,11052,42849,-4.7,-7.9,-3.3,0.4
3312,1998-11,TCG,yes,70207,67809,353489,146351,0.6,2.8,-0.7,-1.0
3313,1998-11,TCG,no,68452,65422,347381,148684,1.8,3.2,-0.9,-0.4
3314,1998-11,NDE,yes,63816,62463,246259,128585,0.9,2.5,-0.5,-0.9
3315,1998-11,NDE,no,61918,59633,243268,130860,1.8,1.2,-0.9,-0.2
3316,1998-11,NXA,yes,58316,58162,132444,98403,0.9,3.3,-0.1,-0.2
3317,1998-11,NXA,no,56359,55516,130941,99474,0.3,-0.1,-0.6,0.5
3318,1998-11,DEF,yes,6391,5346,107230,17766,-1.8,6.3,-1.0,-1.5
3319,1998-11,DEF,no,6534,5789,104113,17824,1.1,28.8,-0.7,-1.9
3320,1998-12,MDM,yes,190578,178424,496363,290071,-0.4,-2.2,-1.1,-0.6
3321,1998-12,MDM,no,192172,185472,491858,282698,1.6,4.2,0.0,-3.7
3322,1998-12,DXT,yes,136105,130753,241704,210582,0.9,2.1,0.5,-1.0
3323,1998-12,DXT,no,139096,133268,237024,205684,4.8,7.4,0.5,-3.4
3324,1998-12,DXD,yes,183673,171696,377250,267909,-0.3,-2.4,-1.4,-0.8
3325,1998-12,DXD,no,184259,173849,372821,260857,1.3,1.5,-0.9,-4.0
3326,1998-12,MTU,yes,130094,124510,496363,233607,-0.7,-3.2,-1.1,-0.5
3327,1998-12,MTU,no,133926,134147,491858,227782,3.8,7.3,0.0,-3.7
3328,1998-12,31S,yes,12860,12871,21659,22042,-2.1,-2.2,0.1,-0.8
3329,1998-12,31S,no,11595,12054,20908,22305,-8.5,-4.9,2.2,0.3
3330,1998-12,32S,yes,21399,21059,42217,32853,0.4,-3.3,-0.8,-0.6
3331,1998-12,32S,no,19815,19305,41112,32215,-5.1,-7.7,-1.2,-1.2
3332,1998-12,33S,yes,23008,24028,56631,47143,0.8,8.6,1.8,-0.9
3333,1998-12,33S,no,23012,23376,55241,45728,6.0,9.7,0.7,-4.7
3334,1998-12,34S,yes,38163,32059,95183,51925,1.6,3.1,0.5,-1.7
3335,1998-12,34S,no,45494,39914,94383,50066,19.6,32.9,1.4,-6.2
3336,1998-12,CRP,yes,9609,10450,8651,8711,3.1,9.9,10.8,-1.3
3337,1998-12,CRP,no,12684,13525,8651,8017,44.7,51.1,10.8,-12.0
3338,1998-12,34X,yes,7589,7804,31242,11847,-0.5,-1.4,0.7,-2.7
3339,1998-12,34X,no,10256,10285,30646,11491,35.6,42.5,0.1,-7.3
3340,1998-12,35S,yes,9862,9827,15070,13995,1.4,-0.4,-0.2,0.0
3341,1998-12,35S,no,10153,9942,14678,13503,6.1,3.4,-1.4,-3.4
3342,1998-12,36S,yes,54473,47671,254659,79489,-3.5,-12.2,-2.6,0.5
3343,1998-12,36S,no,53076,52204,254834,77014,-6.0,-3.1,-0.3,-4.4
3344,1998-12,MVP,yes,39964,40047,15640,21186,-0.4,-0.5,0.5,0.2
3345,1998-12,MVP,no,35242,35862,15580,20764,-12.1,-10.9,4.1,-2.5
3346,1998-12,NAP,yes,7395,243,137228,37131,-17.3,-96.7,-5.0,-0.4
3347,1998-12,NAP,no,9863,5298,137728,35545,9.9,-21.9,-3.2,-7.8
3348,1998-12,DAP,yes,2319,1335,37711,11532,-3.4,-46.9,-2.5,2.4
3349,1998-12,DAP,no,2814,2843,36857,11376,14.2,41.5,0.1,0.9
3350,1998-12,ODG,yes,30813,30909,10944,42624,1.3,2.7,0.9,-0.8
3351,1998-12,ODG,no,29027,28677,10702,41867,-2.9,-2.8,-3.2,-2.3
3352,1998-12,TCG,yes,69390,64299,348398,145048,-1.2,-5.2,-1.4,-0.9
3353,1998-12,TCG,no,78777,78550,347154,140190,15.1,20.1,-0.1,-5.7
3354,1998-12,NDE,yes,63292,58598,241565,127108,-0.8,-6.2,-1.9,-1.1
3355,1998-12,NDE,no,71906,68428,239790,122415,16.1,14.7,-1.4,-6.5
3356,1998-12,NXA,yes,58845,60818,134417,97362,0.9,4.6,1.5,-1.1
3357,1998-12,NXA,no,65746,66655,131850,94045,16.7,20.1,0.7,-5.5
3358,1998-12,DEF,yes,6098,5701,106833,17940,-4.6,6.6,-0.4,1.0
3359,1998-12,DEF,no,6871,10122,107364,17775,5.2,74.8,3.1,-0.3
3360,1999-01,MDM,yes,192027,186527,497889,288205,0.8,4.5,0.3,-0.6
3361,1999-01,MDM,no,166364,171934,503632,286728,-13.4,-7.3,2.4,1.4
3362,1999-01,DXT,yes,134904,127125,240951,210164,-0.9,-2.8,-0.3,-0.2
3363,1999-01,DXT,no,116607,114516,241137,209386,-16.2,-14.1,1.7,1.8
3364,1999-01,DXD,yes,185217,178955,378014,266863,0.8,4.2,0.2,-0.4
3365,1999-01,DXD,no,160761,163229,381493,265596,-12.8,-6.1,2.3,1.8
3366,1999-01,MTU,yes,130479,132005,497889,231784,0.3,6.0,0.3,-0.8
3367,1999-01,MTU,no,112666,124440,503632,230294,-15.9,-7.2,2.4,1.1
3368,1999-01,31S,yes,13049,12443,21053,21826,1.5,-3.3,-2.8,-1.0
3369,1999-01,31S,no,12374,12678,21212,22101,6.7,5.2,1.5,-0.9
3370,1999-01,32S,yes,21401,21293,42109,32873,0.0,1.1,-0.3,0.1
3371,1999-01,32S,no,19217,19795,41690,32736,-3.0,2.5,1.4,1.6
3372,1999-01,33S,yes,22363,22271,56539,47295,-2.8,-7.3,-0.2,0.3
3373,1999-01,33S,no,19200,20637,56678,47190,-16.6,-11.7,2.6,3.2
3374,1999-01,34S,yes,37621,30567,95155,51463,-1.4,-4.7,0.0,-0.9
3375,1999-01,34S,no,30855,25875,95607,50681,-32.2,-35.2,1.3,1.2
3376,1999-01,CRP,yes,8954,8754,8451,8734,-6.8,-16.2,-2.3,0.3
3377,1999-01,CRP,no,6697,6497,8451,8399,-47.2,-52.0,-2.3,4.8
3378,1999-01,34X,yes,7695,7597,31144,11354,1.4,-2.7,-0.3,-4.2
3379,1999-01,34X,no,6037,6464,31073,11288,-41.1,-37.2,1.4,-1.8
3380,1999-01,35S,yes,9671,9556,14955,13880,-1.9,-2.8,-0.8,-0.8
3381,1999-01,35S,no,8031,8417,15064,13776,-20.9,-15.3,2.6,2.0
3382,1999-01,36S,yes,57123,59402,256938,78041,4.9,24.6,0.9,-1.8
3383,1999-01,36S,no,49757,57418,262495,77342,-6.3,10.0,3.0,0.4
3384,1999-01,MVP,yes,41061,41724,16303,21034,2.7,4.2,4.2,-0.7
3385,1999-01,MVP,no,37576,39116,17120,20886,6.6,9.1,9.9,0.6
3386,1999-01,NAP,yes,9118,9951,138061,36509,23.3,3995.1,0.6,-1.7
3387,1999-01,NAP,no,6626,9709,140811,36059,-32.8,83.3,2.2,1.4
3388,1999-01,DAP,yes,2361,3309,38659,10757,1.8,147.9,2.5,-6.7
3389,1999-01,DAP,no,1903,3992,38946,10661,-32.4,40.4,5.7,-6.3
3390,1999-01,ODG,yes,30799,30995,11140,42827,0.0,0.3,1.8,0.5
3391,1999-01,ODG,no,26930,27114,10886,42902,-7.2,-5.5,1.7,2.5
3392,1999-01,TCG,yes,69160,70539,349777,143883,-0.3,9.7,0.4,-0.8
3393,1999-01,TCG,no,56842,64617,354929,142304,-27.8,-17.7,2.2,1.5
3394,1999-01,NDE,yes,63200,63726,242091,126298,-0.1,8.8,0.2,-0.6
3395,1999-01,NDE,no,51864,56860,244786,124833,-27.9,-16.9,2.1,2.0
3396,1999-01,NXA,yes,57455,57160,134122,97066,-2.4,-6.0,-0.2,-0.3
3397,1999-01,NXA,no,47952,50057,133955,96053,-27.1,-24.9,1.6,2.1
3398,1999-01,DEF,yes,5960,6813,107686,17585,-2.3,19.5,0.8,-2.0
3399,1999-01,DEF,no,4978,7757,110143,17471,-27.6,-23.4,2.6,-1.7
3400,1999-02,MDM,yes,193378,185546,496745,288816,0.7,-0.5,-0.2,0.2
3401,1999-02,MDM,no,190696,185255,504777,291059,14.6,7.7,0.2,1.5
3402,1999-02,DXT,yes,136069,130143,241713,209978,0.9,2.4,0.3,-0.1
3403,1999-02,DXT,no,131734,128977,244966,212191,13.0,12.6,1.6,1.3
3404,1999-02,DXD,yes,186233,178797,377266,266821,0.5,-0.1,-0.2,0.0
3405,1999-02,DXD,no,183805,178753,383027,269158,14.3,9.5,0.4,1.3
3406,1999-02,MTU,yes,130371,129227,496745,232098,-0.1,-2.1,-0.2,0.1
3407,1999-02,MTU,no,128295,129440,504777,233302,13.9,4.0,0.2,1.3
3408,1999-02,31S,yes,12962,13205,21296,21655,-0.7,6.1,1.2,-0.8
3409,1999-02,31S,no,13265,14164,22111,21775,7.2,11.7,4.2,-1.5
3410,1999-02,32S,yes,21403,21503,42209,32574,0.0,1.0,0.2,-0.9
3411,1999-02,32S,no,21279,21729,42140,32811,10.7,9.8,1.1,0.2
3412,1999-02,33S,yes,22507,22203,56235,47001,0.6,-0.3,-0.5,-0.6
3413,1999-02,33S,no,22350,23108,57436,47839,16.4,12.0,1.3,1.4
3414,1999-02,34S,yes,38142,31473,95174,52063,1.4,3.0,0.0,1.2
3415,1999-02,34S,no,35248,29416,96361,52356,14.2,13.7,0.8,3.3
3416,1999-02,CRP,yes,9939,9823,8335,8748,11.0,12.2,-1.4,0.2
3417,1999-02,CRP,no,8444,8328,8335,8942,26.1,28.2,-1.4,6.5
3418,1999-02,34X,yes,7486,8014,31672,11435,-2.7,5.5,1.7,0.7
3419,1999-02,34X,no,6697,7664,32040,11549,10.9,18.6,3.1,2.3
3420,1999-02,35S,yes,9787,9820,14988,13797,1.2,2.8,0.2,-0.6
3421,1999-02,35S,no,9539,9843,15368,14074,18.8,16.9,2.0,2.2
3422,1999-02,36S,yes,57309,55403,255032,78838,0.3,-6.7,-0.7,1.0
3423,1999-02,36S,no,58962,56278,259811,78868,18.5,-2.0,-1.0,2.0
3424,1999-02,MVP,yes,41961,41815,16157,20900,2.2,0.2,-0.9,-0.6
3425,1999-02,MVP,no,44344,44402,17178,20876,18.0,13.5,0.3,0.0
3426,1999-02,NAP,yes,8034,6530,136557,36712,-11.9,-34.4,-1.1,0.6
3427,1999-02,NAP,no,7599,5188,138400,36782,14.7,-46.6,-1.7,2.0
3428,1999-02,DAP,yes,2505,1557,37711,11149,6.1,-52.9,-2.5,3.6
3429,1999-02,DAP,no,2305,1553,38194,11194,21.1,-61.1,-1.9,5.0
3430,1999-02,ODG,yes,31268,31939,11811,42888,1.5,3.0,6.0,0.1
3431,1999-02,ODG,no,30053,30717,11550,43336,11.6,13.3,6.1,1.0
3432,1999-02,TCG,yes,69204,68120,348693,144771,0.1,-3.4,-0.3,0.6
3433,1999-02,TCG,no,65819,65215,354325,145694,15.8,0.9,-0.2,2.4
3434,1999-02,NDE,yes,62957,62053,241187,126730,-0.4,-2.6,-0.4,0.3
3435,1999-02,NDE,no,59701,59575,244660,127792,15.1,4.8,-0.1,2.4
3436,1999-02,NXA,yes,58340,58576,134358,97181,1.5,2.5,0.2,0.1
3437,1999-02,NXA,no,55409,57443,135989,98188,15.6,14.8,1.5,2.2
3438,1999-02,DEF,yes,6247,6067,107506,18041,4.8,-10.9,-0.2,2.6
3439,1999-02,DEF,no,6118,5640,109665,17902,22.9,-27.3,-0.4,2.5
3440,1999-03,MDM,yes,190415,184689,497553,290540,-1.5,-0.5,0.2,0.6
3441,1999-03,MDM,no,209807,204755,506488,288930,10.0,10.5,0.3,-0.7
3442,1999-03,DXT,yes,134581,129497,243163,211261,-1.1,-0.5,0.6,0.6
3443,1999-03,DXT,no,147112,142249,246866,210234,11.7,10.3,0.8,-0.9
3444,1999-03,DXD,yes,183455,176954,377299,268790,-1.5,-1.0,0.0,0.7
3445,1999-03,DXD,no,202303,195149,382636,267352,10.1,9.2,-0.1,-0.7
3446,1999-03,MTU,yes,128945,129753,497553,233282,-1.1,0.4,0.2,0.5
3447,1999-03,MTU,no,142626,144337,506488,231676,11.2,11.5,0.3,-0.7
3448,1999-03,31S,yes,12742,12583,21137,21456,-1.7,-4.7,-0.7,-0.9
3449,1999-03,31S,no,13619,13600,22092,21256,2.7,-4.0,-0.1,-2.4
3450,1999-03,32S,yes,20954,21051,42306,32622,-2.1,-2.1,0.2,0.1
3451,1999-03,32S,no,21977,22384,42547,32943,3.3,3.0,1.0,0.4
3452,1999-03,33S,yes,22297,22128,56066,47120,-0.9,-0.3,-0.3,0.3
3453,1999-03,33S,no,25499,25337,57274,47286,14.1,9.6,-0.3,-1.2
3454,1999-03,34S,yes,37988,32426,96146,53414,-0.4,3.0,1.0,2.6
3455,1999-03,34S,no,43376,37679,97427,51978,23.1,28.1,1.1,-0.7
3456,1999-03,CRP,yes,9728,9818,8425,8989,-2.1,-0.1,1.1,2.8
3457,1999-03,CRP,no,12545,12635,8425,8461,48.6,51.7,1.1,-5.4
3458,1999-03,34X,yes,7651,8180,32201,12593,2.2,2.1,1.7,10.1
3459,1999-03,34X,no,8757,9498,32781,12288,30.8,23.9,2.3,6.4
3460,1999-03,35S,yes,9646,9933,15275,13788,-1.4,1.2,1.9,-0.1
3461,1999-03,35S,no,10525,10691,15534,13885,10.3,8.6,1.1,-1.3
3462,1999-03,36S,yes,55834,55192,254390,79279,-2.6,-0.4,-0.3,0.6
3463,1999-03,36S,no,62695,62506,259622,78696,6.3,11.1,-0.1,-0.2
3464,1999-03,MVP,yes,41240,40959,15876,21703,-1.7,-2.0,-1.7,3.8
3465,1999-03,MVP,no,45844,45411,16745,21766,3.4,2.3,-2.5,4.3
3466,1999-03,NAP,yes,7324,5032,134265,36631,-8.8,-22.9,-1.7,-0.2
3467,1999-03,NAP,no,8733,6093,135760,36177,14.9,17.4,-1.9,-1.6
3468,1999-03,DAP,yes,2248,3063,38526,10564,-10.3,96.7,2.2,-5.2
3469,1999-03,DAP,no,2387,3843,39650,10658,3.6,147.5,3.8,-4.8
3470,1999-03,ODG,yes,30954,31376,12233,42861,-1.0,-1.8,3.6,-0.1
3471,1999-03,ODG,no,32116,32558,11992,42886,6.9,6.0,3.8,-1.0
3472,1999-03,TCG,yes,68429,68709,348973,146395,-1.1,0.9,0.1,1.1
3473,1999-03,TCG,no,78434,79388,355279,144505,19.2,21.7,0.3,-0.8
3474,1999-03,NDE,yes,62255,61480,240412,128261,-1.1,-0.9,-0.3,1.2
3475,1999-03,NDE,no,71778,70680,243562,126637,20.2,18.6,-0.4,-0.9
3476,1999-03,NXA,yes,58220,59657,135795,98715,-0.2,1.8,1.1,1.6
3477,1999-03,NXA,no,66687,68252,137554,97582,20.4,18.8,1.2,-0.6
3478,1999-03,DEF,yes,6174,7229,108561,18134,-1.2,19.2,1.0,0.5
3479,1999-03,DEF,no,6656,8708,111717,17868,8.8,54.4,1.9,-0.2
3480,1999-04,MDM,yes,192216,182993,495575,289477,0.9,-0.9,-0.4,-0.4
3481,1999-04,MDM,no,190368,180224,503001,290433,-9.3,-12.0,-0.7,0.5
3482,1999-04,DXT,yes,135545,130468,245331,211338,0.7,0.7,0.9,0.0
3483,1999-04,DXT,no,132243,128146,249426,212651,-10.1,-9.9,1.0,1.1
3484,1999-04,DXD,yes,185536,177226,376234,267775,1.1,0.2,-0.3,-0.4
3485,1999-04,DXD,no,184016,174958,380235,268822,-9.0,-10.3,-0.6,0.5
3486,1999-04,MTU,yes,130295,128317,495575,232502,1.0,-1.1,-0.4,-0.3
3487,1999-04,MTU,no,128430,124943,503001,233085,-10.0,-13.4,-0.7,0.6
3488,1999-04,31S,yes,12706,13124,21555,21385,-0.3,4.3,2.0,-0.3
3489,1999-04,31S,no,13150,13438,22380,21191,-3.4,-1.2,1.3,-0.3
3490,1999-04,32S,yes,21224,20705,41787,32640,1.3,-1.6,-1.2,0.1
3491,1999-04,32S,no,21369,21018,42196,32998,-2.8,-6.1,-0.8,0.2
3492,1999-04,33S,yes,22264,23167,56969,47242,-0.1,4.7,1.6,0.3
