,Time,Category,Seasonally_Adj,VS,NO,UO,TI,MPCVS,MPCNO,MPCUO,MPCTI
5906,2004-04,NAP,yes,4857,4601,110720,21611,-13.0,-30.0,-0.2,0.3
5907,2004-04,NAP,no,4333,4048,110870,21727,-35.8,-44.9,-0.3,2.1
5908,2004-04,DAP,yes,3431,3792,61532,10516,-4.0,51.1,0.6,0.0
5909,2004-04,DAP,no,3121,2689,62831,10498,-22.9,-35.3,-0.7,0.3
5910,2004-04,ODG,yes,34310,34359,9587,45572,0.2,0.2,0.5,0.4
5911,2004-04,ODG,no,34437,34579,9649,45744,-3.9,-4.0,1.5,0.6
5912,2004-04,TCG,yes,61398,63293,355667,113474,-1.4,-5.1,0.5,0.1
5913,2004-04,TCG,no,59594,60977,361177,113977,-15.3,-21.3,0.4,1.2
5914,2004-04,NDE,yes,53889,54141,208861,97354,-1.6,-7.2,0.1,-0.1
5915,2004-04,NDE,no,52485,53344,210550,97814,-15.5,-18.0,0.4,1.2
5916,2004-04,NXA,yes,51432,52065,130554,80453,-0.7,-5.3,0.5,-0.1
5917,2004-04,NXA,no,50409,51675,132866,80841,-13.6,-16.6,1.0,1.1
5918,2004-04,DEF,yes,7509,9152,146806,16120,0.1,9.5,1.1,1.2
5919,2004-04,DEF,no,7109,7633,150627,16163,-13.5,-38.6,0.3,1.2
5920,2004-05,MDM,yes,185670,183459,531048,250911,0.0,-0.5,0.7,0.7
5921,2004-05,MDM,no,186309,181865,537465,253149,0.5,-1.0,0.3,1.0
5922,2004-05,DXT,yes,131205,128782,258769,188105,0.2,0.6,1.4,1.0
5923,2004-05,DXT,no,130568,127708,262937,189944,0.2,-0.2,1.2,1.3
5924,2004-05,DXD,yes,176826,175303,362896,231015,-0.2,0.8,1.3,0.6
5925,2004-05,DXD,no,177600,175829,366881,233285,0.1,0.5,1.1,0.9
5926,2004-05,MTU,yes,124414,128297,531048,193954,0.9,0.3,0.7,0.7
5927,2004-05,MTU,no,124483,125971,537465,195632,1.4,-0.7,0.3,0.9
5928,2004-05,31S,yes,14425,15374,26060,19925,0.8,6.4,3.8,1.4
5929,2004-05,31S,no,14860,15600,26605,19933,-0.3,5.3,2.9,1.2
5930,2004-05,32S,yes,21535,21582,49949,30747,1.6,-5.2,0.1,1.6
5931,2004-05,32S,no,21830,22539,51455,31147,1.8,-2.8,1.4,1.7
5932,2004-05,33S,yes,21805,22984,52457,39675,-1.0,1.5,2.3,1.3
5933,2004-05,33S,no,22129,22898,53421,39974,-5.2,-5.5,1.5,1.2
5934,2004-05,34S,yes,30249,25327,105094,39765,-0.7,2.6,1.1,-0.3
5935,2004-05,34S,no,28511,22920,105857,40238,2.8,3.5,0.3,0.7
5936,2004-05,CRP,yes,5039,5444,4731,4330,-3.6,14.2,9.4,3.7
5937,2004-05,CRP,no,4380,4785,4731,4482,-10.6,7.8,9.4,8.1
5938,2004-05,34X,yes,5375,4989,28103,8723,-0.8,-6.6,-1.4,-2.5
5939,2004-05,34X,no,5099,4582,28722,8801,7.0,-9.9,-1.8,-1.7
5940,2004-05,35S,yes,8684,8808,15422,11941,0.9,-2.8,0.8,1.8
5941,2004-05,35S,no,8663,8813,15587,12231,2.7,-1.8,1.0,1.7
5942,2004-05,36S,yes,54465,54677,272279,62806,-0.5,-3.1,0.1,-0.1
5943,2004-05,36S,no,55741,54157,274528,63205,1.1,-3.0,-0.6,0.1
5944,2004-05,MVP,yes,40031,40487,16201,22353,-3.7,-3.0,2.9,0.0
5945,2004-05,MVP,no,41423,41512,16250,22526,-3.5,-3.5,0.6,-0.1
5946,2004-05,NAP,yes,5778,6227,111169,21184,19.0,35.3,0.4,-2.0
5947,2004-05,NAP,no,5783,5911,110998,21419,33.5,46.0,0.1,-1.4
5948,2004-05,DAP,yes,3520,2382,60394,10422,2.6,-37.2,-1.8,-0.9
5949,2004-05,DAP,no,3366,2282,61747,10387,7.9,-15.1,-1.7,-1.1
5950,2004-05,ODG,yes,34507,34707,9787,46052,0.6,1.0,2.1,1.1
5951,2004-05,ODG,no,34575,34938,10012,46421,0.4,1.0,3.8,1.5
5952,2004-05,TCG,yes,61714,62519,356472,114238,0.5,-1.2,0.2,0.7
5953,2004-05,TCG,no,60406,58855,359626,115217,1.4,-3.5,-0.4,1.1
5954,2004-05,NDE,yes,54008,55785,210638,97743,0.2,3.0,0.9,0.4
5955,2004-05,NDE,no,52763,54026,211813,98719,0.5,1.3,0.6,0.9
5956,2004-05,NXA,yes,51070,52405,131889,81264,-0.7,0.7,1.0,1.0
5957,2004-05,NXA,no,49697,50771,133940,82181,-1.4,-1.7,0.8,1.7
5958,2004-05,DEF,yes,7706,6734,145834,16495,2.6,-26.4,-0.7,2.3
5959,2004-05,DEF,no,7643,4829,147813,16498,7.5,-36.7,-1.9,2.1
5960,2004-06,MDM,yes,187103,185640,535482,253791,0.8,1.2,0.8,1.1
5961,2004-06,MDM,no,204163,197458,537026,252073,9.6,8.6,-0.1,-0.4
5962,2004-06,DXT,yes,132538,128558,260686,190236,1.0,-0.2,0.7,1.1
5963,2004-06,DXT,no,143949,136723,261977,189180,10.2,7.1,-0.4,-0.4
5964,2004-06,DXD,yes,178678,175494,365609,233536,1.0,0.1,0.7,1.1
5965,2004-06,DXD,no,194950,187569,365766,231757,9.8,6.7,-0.3,-0.7
5966,2004-06,MTU,yes,125474,129908,535482,196441,0.9,1.3,0.8,1.3
5967,2004-06,MTU,no,136801,136362,537026,195086,9.9,8.2,-0.1,-0.3
5968,2004-06,31S,yes,15062,15585,26583,20414,4.4,1.4,2.0,2.5
5969,2004-06,31S,no,15888,15816,26533,20299,6.9,1.4,-0.3,1.8
5970,2004-06,32S,yes,21452,21993,50490,31235,-0.4,1.9,1.1,1.6
5971,2004-06,32S,no,22941,22802,51316,31302,5.1,1.2,-0.3,0.5
5972,2004-06,33S,yes,22719,23409,53147,40222,4.2,1.8,1.3,1.4
5973,2004-06,33S,no,24970,24710,53161,39829,12.8,7.9,-0.5,-0.4
5974,2004-06,34S,yes,30116,24662,105537,40149,-0.4,-2.6,0.4,1.0
5975,2004-06,34S,no,33568,27298,105853,39510,17.7,19.1,0.0,-1.8
5976,2004-06,CRP,yes,5149,5379,4961,4428,2.2,-1.2,4.9,2.3
5977,2004-06,CRP,no,5729,5959,4961,4321,30.8,24.5,4.9,-3.6
5978,2004-06,34X,yes,4966,4430,27567,8471,-7.6,-11.2,-1.9,-2.9
5979,2004-06,34X,no,5773,4722,27671,8137,13.2,3.1,-3.7,-7.5
5980,2004-06,35S,yes,8660,8295,15057,12025,-0.3,-5.8,-2.4,0.7
5981,2004-06,35S,no,9418,8891,15060,12025,8.7,0.9,-3.4,-1.7
5982,2004-06,36S,yes,54565,57082,274796,63555,0.2,4.4,0.9,1.2
5983,2004-06,36S,no,60214,60735,275049,62893,8.0,12.1,0.2,-0.5
5984,2004-06,MVP,yes,40628,40913,16486,22786,1.5,1.1,1.8,1.9
5985,2004-06,MVP,no,44280,44230,16200,22610,6.9,6.5,-0.3,0.4
5986,2004-06,NAP,yes,5562,5850,111457,21176,-3.7,-6.1,0.3,0.0
5987,2004-06,NAP,no,6600,6420,110818,20721,14.1,8.6,-0.2,-3.3
5988,2004-06,DAP,yes,3289,5026,62131,10657,-6.6,111.0,2.9,2.3
5989,2004-06,DAP,no,3790,5143,63100,10672,12.6,125.4,2.2,2.7
5990,2004-06,ODG,yes,34529,34614,9872,46191,0.1,-0.3,0.9,0.3
5991,2004-06,ODG,no,37164,37206,10054,46215,7.5,6.5,0.4,-0.4
5992,2004-06,TCG,yes,62252,65316,359536,115241,0.9,4.5,0.9,0.9
5993,2004-06,TCG,no,69053,69938,360511,114044,14.3,18.8,0.2,-1.0
5994,2004-06,NDE,yes,55044,56353,211947,98330,1.9,1.0,0.6,0.6
5995,2004-06,NDE,no,61350,61337,211800,97087,16.3,13.5,0.0,-1.7
5996,2004-06,NXA,yes,52459,53213,132643,81988,2.7,1.5,0.6,0.9
5997,2004-06,NXA,no,58179,57576,133337,81168,17.1,13.4,-0.5,-1.2
5998,2004-06,DEF,yes,7208,8963,147589,16911,-6.5,33.1,1.2,2.5
5999,2004-06,DEF,no,7703,8601,148711,16957,0.8,78.1,0.6,2.8
6000,2004-07,MDM,yes,185293,186835,543311,255919,-1.0,0.6,1.5,0.8
6001,2004-07,MDM,no,164145,163925,542392,257458,-19.6,-17.0,1.0,2.1
6002,2004-07,DXT,yes,134136,127850,260687,191677,1.2,-0.6,0.0,0.8
6003,2004-07,DXT,no,126106,120114,261571,192497,-12.4,-12.1,-0.2,1.8
6004,2004-07,DXD,yes,176522,177293,372667,235516,-1.2,1.0,1.9,0.8
6005,2004-07,DXD,no,156121,158721,373952,237035,-19.9,-15.4,2.2,2.3
6006,2004-07,MTU,yes,126275,134104,543311,198489,0.6,3.2,1.5,1.0
6007,2004-07,MTU,no,113746,119112,542392,199690,-16.9,-12.7,1.0,2.4
6008,2004-07,31S,yes,15482,16498,27599,20771,2.8,5.9,3.8,1.7
6009,2004-07,31S,no,14601,15761,27693,20823,-8.1,-0.3,4.4,2.6
6010,2004-07,32S,yes,21826,21640,50304,31816,1.7,-1.6,-0.4,1.9
6011,2004-07,32S,no,21016,20860,51160,32042,-8.4,-8.5,-0.3,2.4
6012,2004-07,33S,yes,22837,22842,53152,40612,0.5,-2.4,0.0,1.0
6013,2004-07,33S,no,21730,21454,52885,40436,-13.0,-13.2,-0.5,1.5
6014,2004-07,34S,yes,30797,23513,104540,39996,2.3,-4.7,-0.9,-0.4
6015,2004-07,34S,no,26985,19822,104276,40420,-19.6,-27.4,-1.5,2.3
6016,2004-07,CRP,yes,5305,4893,4549,4433,3.0,-9.0,-8.3,0.1
6017,2004-07,CRP,no,4918,4506,4549,4454,-14.2,-24.4,-8.3,3.1
6018,2004-07,34X,yes,5058,4441,26950,8234,1.9,0.2,-2.2,-2.8
6019,2004-07,34X,no,4200,3618,27089,8275,-27.2,-23.4,-2.1,1.7
6020,2004-07,35S,yes,8838,9045,15264,12145,2.1,9.0,1.4,1.0
6021,2004-07,35S,no,8178,8548,15430,12181,-13.2,-3.9,2.5,1.3
6022,2004-07,36S,yes,51157,58985,282624,64242,-6.2,3.3,2.8,1.1
6023,2004-07,36S,no,38039,43811,280821,64961,-36.8,-27.9,2.1,3.3
6024,2004-07,MVP,yes,37562,37495,16419,22822,-7.5,-8.4,-0.4,0.2
6025,2004-07,MVP,no,26450,26820,16570,23113,-40.3,-39.4,2.3,2.2
6026,2004-07,NAP,yes,5081,10851,117227,21560,-8.6,85.5,5.2,1.8
6027,2004-07,NAP,no,4073,10315,117060,21900,-38.3,60.7,5.6,5.7
6028,2004-07,DAP,yes,3361,3824,62594,10597,2.2,-23.9,0.7,-0.6
6029,2004-07,DAP,no,3035,1813,61878,10668,-19.9,-64.7,-1.9,0.0
6030,2004-07,ODG,yes,34356,34312,9828,46337,-0.5,-0.9,-0.4,0.3
6031,2004-07,ODG,no,33596,33669,10127,46595,-9.6,-9.5,0.7,0.8
6032,2004-07,TCG,yes,62544,70005,366997,115736,0.5,7.2,2.1,0.4
6033,2004-07,TCG,no,57157,61408,364762,116211,-17.2,-12.2,1.2,1.9
6034,2004-07,NDE,yes,54873,61571,218645,98803,-0.3,9.3,3.2,0.5
6035,2004-07,NDE,no,50061,56847,218586,99329,-18.4,-7.3,3.2,2.3
6036,2004-07,NXA,yes,52558,53699,133784,82141,0.2,0.9,0.9,0.2
6037,2004-07,NXA,no,48389,49185,134133,82357,-16.8,-14.6,0.6,1.5
6038,2004-07,DEF,yes,7671,8434,148352,16933,6.4,-5.9,0.5,0.1
6039,2004-07,DEF,no,7096,4561,146176,16882,-7.9,-47.0,-1.7,-0.4
6040,2004-08,MDM,yes,189643,183728,543542,258248,2.3,-1.7,0.0,0.9
6041,2004-08,MDM,no,192872,184662,540296,260139,17.5,12.7,-0.4,1.0
6042,2004-08,DXT,yes,135137,130447,262143,193531,0.7,2.0,0.6,1.0
6043,2004-08,DXT,no,136796,129765,260654,194892,8.5,8.0,-0.4,1.2
6044,2004-08,DXD,yes,180873,176538,374478,237757,2.5,-0.4,0.5,1.0
6045,2004-08,DXD,no,184368,178374,374072,239576,18.1,12.4,0.0,1.1
6046,2004-08,MTU,yes,126951,127182,543542,200288,0.5,-5.2,0.0,0.9
6047,2004-08,MTU,no,128610,126514,540296,201588,13.1,6.2,-0.4,1.0
6048,2004-08,31S,yes,15869,16523,28253,21401,2.5,0.2,2.4,3.0
6049,2004-08,31S,no,16442,17265,28516,21402,12.6,9.5,3.0,2.8
6050,2004-08,32S,yes,21895,22852,51261,32470,0.3,5.6,1.9,2.1
6051,2004-08,32S,no,23131,23504,51533,32511,10.1,12.7,0.7,1.5
6052,2004-08,33S,yes,22663,22901,53390,40805,-0.8,0.3,0.4,0.5
6053,2004-08,33S,no,21909,21663,52639,41039,0.8,1.0,-0.5,1.5
6054,2004-08,34S,yes,30466,23646,103866,39794,-1.1,0.6,-0.6,-0.5
6055,2004-08,34S,no,29403,21588,102575,40580,9.0,8.9,-1.6,0.4
6056,2004-08,CRP,yes,5044,4916,4421,4422,-4.9,0.5,-2.8,-0.2
6057,2004-08,CRP,no,4663,4535,4421,4674,-5.2,0.6,-2.8,4.9
6058,2004-08,34X,yes,5304,4735,26381,8117,4.9,6.6,-2.1,-1.4
6059,2004-08,34X,no,5067,3879,25901,8204,20.6,7.2,-4.4,-0.9
6060,2004-08,35S,yes,8846,9029,15447,12337,0.1,-0.2,1.2,1.6
6061,2004-08,35S,no,9017,9107,15520,12341,10.3,6.5,0.6,1.3
6062,2004-08,36S,yes,54506,53281,281399,64717,6.5,-9.7,-0.4,0.7
6063,2004-08,36S,no,56076,54897,279642,65247,47.4,25.3,-0.4,0.4
6064,2004-08,MVP,yes,40422,40911,16908,22965,7.6,9.1,3.0,0.6
6065,2004-08,MVP,no,42344,42372,16598,23181,60.1,58.0,0.2,0.3
6066,2004-08,NAP,yes,5490,5545,117282,21762,8.0,-48.9,0.0,0.9
6067,2004-08,NAP,no,5273,6064,117851,21947,29.5,-41.2,0.7,0.2
6068,2004-08,DAP,yes,3339,2024,61279,10442,-0.7,-47.1,-2.1,-1.5
6069,2004-08,DAP,no,3312,1432,59998,10486,9.1,-21.0,-3.0,-1.7
6070,2004-08,ODG,yes,35398,35496,9926,46724,3.0,3.5,1.0,0.8
6071,2004-08,ODG,no,36894,36638,9871,47019,9.8,8.8,-2.5,0.9
6072,2004-08,TCG,yes,62956,61084,365125,116281,0.7,-12.7,-0.5,0.5
6073,2004-08,TCG,no,61333,58208,361637,117474,7.3,-5.2,-0.9,1.1
6074,2004-08,NDE,yes,55307,54795,218133,99273,0.8,-11.0,-0.2,0.5
6075,2004-08,NDE,no,53872,52424,217138,100438,7.6,-7.8,-0.7,1.1
6076,2004-08,NXA,yes,52596,51950,133138,82375,0.1,-3.3,-0.5,0.3
6077,2004-08,NXA,no,51341,48915,131707,83404,6.1,-0.5,-1.8,1.3
6078,2004-08,DEF,yes,7649,6289,146992,17008,-0.3,-25.4,-0.9,0.4
6079,2004-08,DEF,no,7461,5784,144499,17036,5.1,26.8,-1.1,0.9
6080,2004-09,MDM,yes,190135,188444,548017,259354,0.3,2.6,0.8,0.4
6081,2004-09,MDM,no,204079,197167,539876,257887,5.8,6.8,-0.1,-0.9
6082,2004-09,DXT,yes,135591,132455,265173,194975,0.3,1.5,1.2,0.7
6083,2004-09,DXT,no,144956,140079,262269,193365,6.0,7.9,0.6,-0.8
6084,2004-09,DXD,yes,181550,178667,377761,238475,0.4,1.2,0.9,0.3
6085,2004-09,DXD,no,194740,188665,374489,236971,5.6,5.8,0.1,-1.1
6086,2004-09,MTU,yes,127657,132132,548017,200836,0.6,3.9,0.8,0.3
6087,2004-09,MTU,no,137027,136607,539876,199604,6.5,8.0,-0.1,-1.0
6088,2004-09,31S,yes,16095,16170,28328,22088,1.4,-2.1,0.3,3.2
6089,2004-09,31S,no,16553,15956,27919,21928,0.7,-7.6,-2.1,2.5
6090,2004-09,32S,yes,22207,21577,50631,32858,1.4,-5.6,-1.2,1.2
6091,2004-09,32S,no,23378,22223,50378,32549,1.1,-5.5,-2.2,0.1
6092,2004-09,33S,yes,23569,24828,54649,40942,4.0,8.4,2.4,0.3
6093,2004-09,33S,no,24278,25136,53497,40654,10.8,16.0,1.6,-0.9
6094,2004-09,34S,yes,30058,25956,105930,39585,-1.3,9.8,2.0,-0.5
6095,2004-09,34S,no,34163,30105,105009,39152,16.2,39.5,2.4,-3.5
6096,2004-09,CRP,yes,5144,5518,4795,4495,2.0,12.2,8.5,1.7
6097,2004-09,CRP,no,6186,6560,4795,4513,32.7,44.7,8.5,-3.4
6098,2004-09,34X,yes,4795,5972,27558,7939,-9.6,26.1,4.5,-2.2
6099,2004-09,34X,no,5589,6867,27179,7763,10.3,77.0,4.9,-5.4
6100,2004-09,35S,yes,8821,8984,15610,12393,-0.3,-0.5,1.1,0.5
6101,2004-09,35S,no,9828,9804,15496,12081,9.0,7.7,-0.2,-2.1
6102,2004-09,36S,yes,54544,55989,282844,64379,0.1,5.1,0.5,-0.5
6103,2004-09,36S,no,59123,57088,277607,64522,5.4,4.0,-0.7,-1.1
6104,2004-09,MVP,yes,40640,40793,17061,23256,0.5,-0.3,0.9,1.3
6105,2004-09,MVP,no,43550,43534,16582,23420,2.8,2.7,-0.1,1.0
6106,2004-09,NAP,yes,5618,6364,118028,20632,2.3,14.8,0.6,-5.2
6107,2004-09,NAP,no,6322,6086,117615,20599,19.9,0.4,-0.2,-6.1
6108,2004-09,DAP,yes,3235,2787,60831,10428,-3.1,37.7,-0.7,-0.1
6109,2004-09,DAP,no,3607,1876,58267,10496,8.9,31.0,-2.9,0.1
6110,2004-09,ODG,yes,34841,34940,10025,47109,-1.6,-1.6,1.0,0.8
6111,2004-09,ODG,no,36756,36855,9970,47001,-0.4,0.6,1.0,0.0
6112,2004-09,TCG,yes,63366,68091,369850,115813,0.7,11.5,1.3,-0.4
6113,2004-09,TCG,no,69105,71254,363786,115178,12.7,22.4,0.6,-2.0
6114,2004-09,NDE,yes,55958,59343,221518,98470,1.2,8.3,1.6,-0.8
6115,2004-09,NDE,no,61145,63602,219595,97866,13.5,21.3,1.1,-2.6
6116,2004-09,NXA,yes,53221,56227,136144,82688,1.2,8.2,2.3,0.4
6117,2004-09,NXA,no,58057,60727,134377,81965,13.1,24.1,2.0,-1.7
6118,2004-09,DEF,yes,7408,8748,148332,17343,-3.2,39.1,0.9,2.0
6119,2004-09,DEF,no,7960,7652,144191,17312,6.7,32.3,-0.2,1.6
6120,2004-10,MDM,yes,191474,185187,547928,261417,0.7,-1.7,0.0,0.8
6121,2004-10,MDM,no,194247,186918,538716,261805,-4.8,-5.2,-0.2,1.5
6122,2004-10,DXT,yes,136922,132178,266627,196913,1.0,-0.2,0.5,1.0
6123,2004-10,DXT,no,137172,131693,262959,196667,-5.4,-6.0,0.3,1.7
6124,2004-10,DXD,yes,182614,175497,376842,240160,0.6,-1.8,-0.2,0.7
6125,2004-10,DXD,no,185754,176916,371820,240509,-4.6,-6.2,-0.7,1.5
6126,2004-10,MTU,yes,129266,129177,547928,202671,1.3,-2.2,0.0,0.9
6127,2004-10,MTU,no,129584,128424,538716,203155,-5.4,-6.0,-0.2,1.8
6128,2004-10,31S,yes,16258,15374,27444,22970,1.0,-4.9,-3.1,4.0
6129,2004-10,31S,no,16387,14673,26205,22908,-1.0,-8.0,-6.1,4.5
6130,2004-10,32S,yes,22257,23551,51925,33167,0.2,9.1,2.6,0.9
6131,2004-10,32S,no,22847,23661,51192,32824,-2.3,6.5,1.6,0.8
6132,2004-10,33S,yes,23575,24451,55525,41059,0.0,-1.5,1.6,0.3
6133,2004-10,33S,no,23344,24557,54710,41000,-3.8,-2.3,2.3,0.9
6134,2004-10,34S,yes,31040,25080,106168,39810,3.3,-3.4,0.2,0.6
6135,2004-10,34S,no,29886,24019,105311,40226,-12.5,-20.2,0.3,2.7
6136,2004-10,CRP,yes,5918,5447,4324,4509,15.0,-1.3,-9.8,0.3
6137,2004-10,CRP,no,5781,5310,4324,4623,-6.5,-19.1,-9.8,2.4
6138,2004-10,34X,yes,5122,6231,28667,7816,6.8,4.3,4.0,-1.5
6139,2004-10,34X,no,4674,6211,28716,7847,-16.4,-9.6,5.7,1.1
6140,2004-10,35S,yes,8873,8719,15456,12321,0.6,-2.9,-1.0,-0.6
6141,2004-10,35S,no,8784,8679,15391,12187,-10.6,-11.5,-0.7,0.9
6142,2004-10,36S,yes,54552,53009,281301,64504,0.0,-5.3,-0.5,0.2
6143,2004-10,36S,no,57075,55225,275757,65138,-3.5,-3.3,-0.7,1.0
6144,2004-10,MVP,yes,40270,39620,16411,23155,-0.9,-2.9,-3.8,-0.4
6145,2004-10,MVP,no,43547,42702,15737,23176,0.0,-1.9,-5.1,-1.0
6146,2004-10,NAP,yes,5640,5577,117965,20404,0.4,-12.4,-0.1,-1.1
6147,2004-10,NAP,no,5139,4061,116537,20851,-18.7,-33.3,-0.9,1.2
6148,2004-10,DAP,yes,3358,2207,59680,10508,3.8,-20.8,-1.9,0.8
6149,2004-10,DAP,no,3128,2377,57516,10616,-13.3,26.7,-1.3,1.1
6150,2004-10,ODG,yes,34919,35003,10109,47586,0.2,0.2,0.8,1.0
6151,2004-10,ODG,no,35924,36104,10150,47522,-2.3,-2.0,1.8,1.1
6152,2004-10,TCG,yes,64621,65530,370759,116152,2.0,-3.8,0.2,0.3
6153,2004-10,TCG,no,62828,64478,365436,116668,-9.1,-9.5,0.5,1.3
6154,2004-10,NDE,yes,56982,56647,221183,98449,1.8,-4.5,-0.2,0.0
6155,2004-10,NDE,no,55407,54952,219140,99034,-9.4,-13.6,-0.2,1.2
6156,2004-10,NXA,yes,54145,53948,135947,82888,1.7,-4.1,-0.1,0.2
6157,2004-10,NXA,no,53012,53476,134841,83092,-8.7,-11.9,0.3,1.4
6158,2004-10,DEF,yes,7639,8883,149576,17703,3.1,1.5,0.8,2.1
6159,2004-10,DEF,no,7421,9526,146296,17634,-6.8,24.5,1.5,1.9
6160,2004-11,MDM,yes,192033,192545,554750,264380,0.3,4.0,1.2,1.1
6161,2004-11,MDM,no,188136,188131,545152,264821,-3.1,0.6,1.2,1.2
6162,2004-11,DXT,yes,137778,134122,269281,198283,0.6,1.5,1.0,0.7
6163,2004-11,DXT,no,134591,129811,264620,198426,-1.9,-1.4,0.6,0.9
6164,2004-11,DXD,yes,183432,183784,383504,242377,0.4,4.7,1.8,0.9
6165,2004-11,DXD,no,179371,179240,378130,242975,-3.4,1.3,1.7,1.0
6166,2004-11,MTU,yes,128760,135582,554750,205454,-0.4,5.0,1.2,1.4
6167,2004-11,MTU,no,125751,132187,545152,205826,-3.0,2.9,1.2,1.3
6168,2004-11,31S,yes,16694,16541,27291,23649,2.7,7.6,-0.6,3.0
6169,2004-11,31S,no,15751,15802,26256,23632,-3.9,7.7,0.2,3.2
6170,2004-11,32S,yes,22744,23405,52586,33626,2.2,-0.6,1.3,1.4
6171,2004-11,32S,no,22112,22228,51308,33102,-3.2,-6.1,0.2,0.8
6172,2004-11,33S,yes,22860,24024,56689,41720,-3.0,-1.7,2.1,1.6
6173,2004-11,33S,no,21380,22603,55933,41952,-8.4,-8.0,2.2,2.3
6174,2004-11,34S,yes,30801,24707,106384,39213,-0.8,-1.5,0.2,-1.5
6175,2004-11,34S,no,30785,23743,104710,39986,3.0,-1.1,-0.6,-0.6
6176,2004-11,CRP,yes,5359,5480,4445,4450,-9.4,0.6,2.8,-1.3
6177,2004-11,CRP,no,4865,4986,4445,4692,-15.8,-6.1,2.8,1.5
6178,2004-11,34X,yes,4967,4707,28407,7370,-3.0,-24.5,-0.9,-5.7
6179,2004-11,34X,no,5044,4477,28149,7776,7.9,-27.9,-2.0,-0.9
6180,2004-11,35S,yes,9044,9397,15809,12318,1.9,7.8,2.3,0.0
6181,2004-11,35S,no,9039,9313,15665,12200,2.9,7.3,1.8,0.1
6182,2004-11,36S,yes,54255,58423,285469,66097,-0.5,10.2,1.5,2.5
6183,2004-11,36S,no,53545,58320,280532,66395,-6.2,5.6,1.7,1.9
6184,2004-11,MVP,yes,40941,40812,16282,23293,1.7,3.0,-0.8,0.6
6185,2004-11,MVP,no,39869,39938,15806,23339,-8.4,-6.5,0.4,0.7
6186,2004-11,NAP,yes,4842,8481,121604,20944,-14.1,52.1,3.1,2.6
6187,2004-11,NAP,no,5059,8956,120434,21245,-1.6,120.5,3.3,1.9
6188,2004-11,DAP,yes,2986,2071,58765,10671,-11.1,-6.2,-1.5,1.6
6189,2004-11,DAP,no,3131,2691,57076,10590,0.1,13.2,-0.8,-0.2
6190,2004-11,ODG,yes,35635,36048,10522,47757,2.1,3.0,4.1,0.4
6191,2004-11,ODG,no,35524,36122,10748,47554,-1.1,0.0,5.9,0.1
6192,2004-11,TCG,yes,62667,68698,376790,117934,-3.0,4.8,1.6,1.5
6193,2004-11,TCG,no,60877,67247,371806,119209,-3.1,4.3,1.7,2.2
6194,2004-11,NDE,yes,55176,61024,227031,99552,-3.2,7.7,2.6,1.1
6195,2004-11,NDE,no,53211,59475,225404,100903,-4.0,8.2,2.9,1.9
6196,2004-11,NXA,yes,52976,55318,138289,83548,-2.2,2.5,1.7,0.8
6197,2004-11,NXA,no,50811,52645,136675,84645,-4.2,-1.6,1.4,1.9
6198,2004-11,DEF,yes,7491,7674,149759,18382,-1.9,-13.6,0.1,3.8
6199,2004-11,DEF,no,7666,7772,146402,18306,3.3,-18.4,0.1,3.8
6200,2004-12,MDM,yes,196330,193578,558457,264895,2.2,0.5,0.7,0.2
6201,2004-12,MDM,no,197185,201172,555322,257622,4.8,6.9,1.9,-2.7
6202,2004-12,DXT,yes,141205,136981,271516,199246,2.5,2.1,0.8,0.5
6203,2004-12,DXT,no,142707,138270,266366,194346,6.0,6.5,0.7,-2.1
6204,2004-12,DXD,yes,187882,186095,388176,242425,2.4,1.3,1.2,0.0
6205,2004-12,DXD,no,187594,187610,384329,235472,4.6,4.7,1.6,-3.1
6206,2004-12,MTU,yes,131509,135216,558457,206354,2.1,-0.3,0.7,0.4
6207,2004-12,MTU,no,133492,143662,555322,201081,6.2,8.7,1.9,-2.3
6208,2004-12,31S,yes,17064,17269,27496,24225,2.2,4.4,0.8,2.4
6209,2004-12,31S,no,15274,15754,26736,24198,-3.0,-0.3,1.8,2.4
6210,2004-12,32S,yes,22885,23348,53049,34194,0.6,-0.2,0.9,1.7
6211,2004-12,32S,no,21318,21268,51258,33297,-3.6,-4.3,-0.1,0.6
6212,2004-12,33S,yes,24446,25685,57928,41906,6.9,6.9,2.2,0.4
6213,2004-12,33S,no,24774,25590,56749,40659,15.9,13.2,1.5,-3.1
6214,2004-12,34S,yes,31179,25105,106769,38946,1.2,1.6,0.4,-0.7
6215,2004-12,34S,no,36225,31715,106383,37751,17.7,33.6,1.6,-5.6
6216,2004-12,CRP,yes,5090,5386,4741,4428,-5.0,-1.7,6.7,-0.5
6217,2004-12,CRP,no,6654,6950,4741,4132,36.8,39.4,6.7,-11.9
6218,2004-12,34X,yes,4905,5088,28590,7324,-1.2,8.1,0.6,-0.6
6219,2004-12,34X,no,6144,6213,28218,7173,21.8,38.8,0.2,-7.8
6220,2004-12,35S,yes,8959,8744,15594,12354,-0.9,-6.9,-1.4,0.3
6221,2004-12,35S,no,9177,8557,15045,11895,1.5,-8.1,-4.0,-2.5
6222,2004-12,36S,yes,55125,56597,286941,65649,1.6,-3.1,0.5,-0.7
6223,2004-12,36S,no,54478,62902,288956,63276,1.7,7.9,3.0,-4.7
6224,2004-12,MVP,yes,41891,41773,16164,23021,2.3,2.4,-0.7,-1.2
